Campus,City,Degree,Email,EnrollmentStatus,EntryTerm,EntryYear,ExpectedGraduateTerm,ExpectedGraduateYear,FirstName,Gender,LastName,LocalAddress,LocalPhone,MiddleName,NeuId,Scholarship,State,VisaType,Zip
SILICON_VALLEY,San Jose,MASTERS,Margaret302@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Margaret,F,Taylor,Front Street,2202488777,,302,No,CA,,94080
BOSTON,Boston,MASTERS,Elizabeth303@gmail.com,FULL_TIME,SPRING,2017,SUMMER,2019,Elizabeth,F,Wood,360 Huntington Ave,6171865669,,303,No,MA,,02115
SILICON_VALLEY,San Jose,MASTERS,Sandra304@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Sandra,F,Davis,Front Street,2202426774,,304,No,CA,,94080
BOSTON,Boston,MASTERS,Elizabeth305@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Elizabeth,F,Jones,360 Huntington Ave,6172873060,,305,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Ashley306@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Ashley,F,White,401 Terry Ave N,2064441268,,306,No,WA,,98109
SEATTLE,Seattle,MASTERS,Jennifer307@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Jennifer,F,Perry,401 Terry Ave N,2062771576,,307,No,WA,F1,98109
BOSTON,Boston,MASTERS,Elizabeth308@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Elizabeth,F,Smith,360 Huntington Ave,6170694554,,308,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,James309@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,James,M,Smith,401 Terry Ave N,2066389339,,309,No,WA,F1,98109
SILICON_VALLEY,San Jose,MASTERS,Robert310@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Robert,M,Johnson,Front Street,2204925508,,310,No,CA,F1,94080
BOSTON,Boston,MASTERS,Karen311@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Karen,F,Brown,360 Huntington Ave,6175086496,,311,Yes,MA,F1,02115
BOSTON,Boston,MASTERS,Lisa312@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Lisa,F,Gray,360 Huntington Ave,6179906260,,312,No,MA,,02115
BOSTON,Boston,MASTERS,Thomas313@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Thomas,M,Perry,360 Huntington Ave,6174293878,,313,No,MA,,02115
BOSTON,Boston,MASTERS,Margaret314@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Margaret,F,Jackson,360 Huntington Ave,6175438867,,314,Yes,MA,F1,02115
SILICON_VALLEY,San Jose,MASTERS,William315@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,William,M,Carter,Front Street,2202411657,,315,No,CA,,94080
SEATTLE,Seattle,MASTERS,Mark316@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Mark,M,Lopez,401 Terry Ave N,2068516014,,316,Yes,WA,F1,98109
SILICON_VALLEY,San Jose,MASTERS,Jessica317@gmail.com,FULL_TIME,SPRING,2018,SUMMER,2020,Jessica,F,White,Front Street,2200699893,,317,No,CA,,94080
SEATTLE,Seattle,MASTERS,Paul318@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Paul,M,Davis,401 Terry Ave N,2068304759,,318,No,WA,,98109
SEATTLE,Seattle,MASTERS,Matthew319@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Matthew,M,Brown,401 Terry Ave N,2067564440,,319,No,WA,F1,98109
SILICON_VALLEY,San Jose,MASTERS,Nancy320@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Nancy,F,Brown,Front Street,2203860994,,320,No,CA,,94080
SEATTLE,Seattle,MASTERS,Susan321@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Susan,F,Miller,401 Terry Ave N,2061894354,,321,Yes,WA,F1,98109
CHARLOTTE,Charlotte,MASTERS,Karen322@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Karen,F,Lopez,101 N Tryon St,9802098819,,322,No,NC,F1,28246
CHARLOTTE,Charlotte,MASTERS,Elizabeth323@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Elizabeth,F,Taylor,101 N Tryon St,9805328737,,323,No,NC,F1,28246
SEATTLE,Seattle,MASTERS,Karen324@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Karen,F,Brown,401 Terry Ave N,2065613632,,324,Yes,WA,F1,98109
BOSTON,Boston,MASTERS,Charles325@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Charles,M,Johnson,360 Huntington Ave,6170828549,,325,No,MA,,02115
SEATTLE,Seattle,MASTERS,Charles326@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Charles,M,Taylor,401 Terry Ave N,2064020498,,326,No,WA,F1,98109
BOSTON,Boston,MASTERS,Mary327@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Mary,F,Williams,360 Huntington Ave,6178871815,,327,No,MA,,02115
SEATTLE,Seattle,MASTERS,William328@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,William,M,Lee,401 Terry Ave N,2064343669,,328,No,WA,,98109
CHARLOTTE,Charlotte,MASTERS,Robert329@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Robert,M,Johnson,101 N Tryon St,9801406405,,329,No,NC,F1,28246
BOSTON,Boston,MASTERS,Kenneth330@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Kenneth,M,Williams,360 Huntington Ave,6172726034,,330,No,MA,,02115
SEATTLE,Seattle,MASTERS,Carol331@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Carol,F,Carter,401 Terry Ave N,2061212828,,331,No,WA,,98109
BOSTON,Boston,MASTERS,Steven332@gmail.com,FULL_TIME,SPRING,2016,SUMMER,2018,Steven,M,Lee,360 Huntington Ave,6171792490,,332,No,MA,,02115
SEATTLE,Seattle,MASTERS,David333@gmail.com,GRADUATED,SPRING,2014,SUMMER,2016,David,M,Wood,401 Terry Ave N,2069754724,,333,No,WA,,98109
BOSTON,Boston,MASTERS,Linda334@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Linda,F,Williams,360 Huntington Ave,6179609139,,334,No,MA,,02115
SILICON_VALLEY,San Jose,MASTERS,Sandra335@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Sandra,F,White,Front Street,2202767660,,335,No,CA,,94080
SILICON_VALLEY,San Jose,MASTERS,Carol336@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Carol,F,Wood,Front Street,2200348859,,336,No,CA,,94080
BOSTON,Boston,MASTERS,Mary337@gmail.com,FULL_TIME,SPRING,2017,SUMMER,2019,Mary,F,Wood,360 Huntington Ave,6177897985,,337,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Margaret338@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Margaret,F,Williams,401 Terry Ave N,2065391701,,338,No,WA,,98109
SEATTLE,Seattle,MASTERS,Steven339@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Steven,M,Lee,401 Terry Ave N,2060606629,,339,No,WA,F1,98109
BOSTON,Boston,MASTERS,Christopher340@gmail.com,FULL_TIME,SPRING,2018,SUMMER,2020,Christopher,M,Ward,360 Huntington Ave,6171613745,,340,No,MA,,02115
SEATTLE,Seattle,MASTERS,Mary341@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Mary,F,Miller,401 Terry Ave N,2063356000,,341,No,WA,F1,98109
BOSTON,Boston,MASTERS,Kenneth342@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Kenneth,M,Lopez,360 Huntington Ave,6175168026,,342,No,MA,,02115
BOSTON,Boston,MASTERS,Dorothy343@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Dorothy,F,Carter,360 Huntington Ave,6175102840,,343,No,MA,F1,02115
BOSTON,Boston,MASTERS,David344@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,David,M,Wilson,360 Huntington Ave,6178576065,,344,No,MA,,02115
SILICON_VALLEY,San Jose,MASTERS,Linda345@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Linda,F,Perry,Front Street,2206007530,,345,No,CA,,94080
SEATTLE,Seattle,MASTERS,Christopher346@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Christopher,M,Lee,401 Terry Ave N,2061914775,,346,No,WA,F1,98109
BOSTON,Boston,MASTERS,Nancy347@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Nancy,F,Miller,360 Huntington Ave,6171465139,,347,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Christopher348@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Christopher,M,Taylor,401 Terry Ave N,2067721342,,348,No,WA,,98109
SEATTLE,Seattle,MASTERS,Richard349@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Richard,M,Davis,401 Terry Ave N,2069996031,,349,No,WA,,98109
BOSTON,Boston,MASTERS,Michael350@gmail.com,FULL_TIME,SPRING,2018,SUMMER,2020,Michael,M,Carter,360 Huntington Ave,6177076600,,350,No,MA,,02115
SILICON_VALLEY,San Jose,MASTERS,John351@gmail.com,FULL_TIME,SPRING,2016,SUMMER,2018,John,M,Hall,Front Street,2206851063,,351,No,CA,F1,94080
BOSTON,Boston,MASTERS,Christopher352@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Christopher,M,Gray,360 Huntington Ave,6179887684,,352,No,MA,,02115
SEATTLE,Seattle,MASTERS,Patricia353@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Patricia,F,Wilson,401 Terry Ave N,2061885538,,353,Yes,WA,F1,98109
BOSTON,Boston,MASTERS,Dorothy354@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Dorothy,F,Jones,360 Huntington Ave,6178678572,,354,No,MA,,02115
SEATTLE,Seattle,MASTERS,Richard355@gmail.com,FULL_TIME,SPRING,2018,SUMMER,2020,Richard,M,Gray,401 Terry Ave N,2063762581,,355,No,WA,,98109
CHARLOTTE,Charlotte,MASTERS,Matthew356@gmail.com,FULL_TIME,SPRING,2018,SUMMER,2020,Matthew,M,Allen,101 N Tryon St,9807417504,,356,No,NC,F1,28246
BOSTON,Boston,MASTERS,Christopher357@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Christopher,M,Wilson,360 Huntington Ave,6176147547,,357,No,MA,,02115
SEATTLE,Seattle,MASTERS,Kenneth358@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Kenneth,M,Jackson,401 Terry Ave N,2062139655,,358,No,WA,,98109
SEATTLE,Seattle,MASTERS,Matthew359@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Matthew,M,Johnson,401 Terry Ave N,2064607526,,359,No,WA,,98109
SEATTLE,Seattle,MASTERS,Donna360@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Donna,F,Gray,401 Terry Ave N,2066765773,,360,No,WA,F1,98109
SEATTLE,Seattle,MASTERS,Charles361@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Charles,M,Lee,401 Terry Ave N,2066681303,,361,No,WA,,98109
SEATTLE,Seattle,MASTERS,Mark362@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Mark,M,Williams,401 Terry Ave N,2062395077,,362,Yes,WA,F1,98109
CHARLOTTE,Charlotte,MASTERS,John363@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,John,M,Williams,101 N Tryon St,9805282338,,363,No,NC,F1,28246
BOSTON,Boston,MASTERS,Betty364@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Betty,F,Johnson,360 Huntington Ave,6176378515,,364,No,MA,,02115
SILICON_VALLEY,San Jose,MASTERS,Ashley365@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Ashley,F,Johnson,Front Street,2209437774,,365,No,CA,F1,94080
CHARLOTTE,Charlotte,MASTERS,Ashley366@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Ashley,F,Ward,101 N Tryon St,9803582305,,366,No,NC,F1,28246
SEATTLE,Seattle,MASTERS,Paul367@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Paul,M,Allen,401 Terry Ave N,2063068027,,367,No,WA,,98109
BOSTON,Boston,MASTERS,James368@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,James,M,Brown,360 Huntington Ave,6176057220,,368,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Mark369@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Mark,M,Wilson,401 Terry Ave N,2068718048,,369,No,WA,,98109
BOSTON,Boston,MASTERS,Nancy370@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Nancy,F,Wilson,360 Huntington Ave,6173080408,,370,No,MA,,02115
CHARLOTTE,Charlotte,MASTERS,Jessica371@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Jessica,F,Jackson,101 N Tryon St,9807029345,,371,No,NC,,28246
BOSTON,Boston,MASTERS,James372@gmail.com,FULL_TIME,SPRING,2018,SUMMER,2020,James,M,Lopez,360 Huntington Ave,6179598366,,372,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Christopher373@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Christopher,M,Taylor,401 Terry Ave N,2061271978,,373,No,WA,,98109
CHARLOTTE,Charlotte,MASTERS,William374@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,William,M,Brown,101 N Tryon St,9807907006,,374,No,NC,,28246
BOSTON,Boston,MASTERS,Jennifer375@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Jennifer,F,White,360 Huntington Ave,6174061901,,375,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Sarah376@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Sarah,F,Perry,401 Terry Ave N,2067059219,,376,No,WA,F1,98109
SEATTLE,Seattle,MASTERS,Kimberly377@gmail.com,FULL_TIME,SPRING,2016,SUMMER,2018,Kimberly,F,Lopez,401 Terry Ave N,2069981723,,377,No,WA,,98109
SEATTLE,Seattle,MASTERS,Donald378@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Donald,M,Ward,401 Terry Ave N,2063053928,,378,No,WA,,98109
BOSTON,Boston,MASTERS,Kenneth379@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Kenneth,M,Wood,360 Huntington Ave,6171776630,,379,No,MA,,02115
SILICON_VALLEY,San Jose,MASTERS,Barbara380@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Barbara,F,Hall,Front Street,2201754126,,380,No,CA,F1,94080
BOSTON,Boston,MASTERS,Ashley381@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Ashley,F,Carter,360 Huntington Ave,6174588244,,381,No,MA,,02115
SILICON_VALLEY,San Jose,MASTERS,Donna382@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Donna,F,Williams,Front Street,2203371568,,382,No,CA,F1,94080
CHARLOTTE,Charlotte,MASTERS,Patricia383@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Patricia,F,Taylor,101 N Tryon St,9803701003,,383,No,NC,,28246
CHARLOTTE,Charlotte,MASTERS,Christopher384@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Christopher,M,Jones,101 N Tryon St,9805826804,,384,No,NC,F1,28246
BOSTON,Boston,MASTERS,Richard385@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Richard,M,Williams,360 Huntington Ave,6178652261,,385,Yes,MA,F1,02115
BOSTON,Boston,MASTERS,William386@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,William,M,Allen,360 Huntington Ave,6176557228,,386,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Barbara387@gmail.com,GRADUATED,FALL,2015,SUMMER,2017,Barbara,F,Hall,401 Terry Ave N,2062583148,,387,No,WA,,98109
BOSTON,Boston,MASTERS,Margaret388@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Margaret,F,Ward,360 Huntington Ave,6173751825,,388,No,MA,F1,02115
SEATTLE,Seattle,MASTERS,Karen389@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Karen,F,Hall,401 Terry Ave N,2066379077,,389,No,WA,F1,98109
BOSTON,Boston,MASTERS,Richard390@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Richard,M,Smith,360 Huntington Ave,6173890290,,390,No,MA,,02115
CHARLOTTE,Charlotte,MASTERS,Karen391@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Karen,F,Miller,101 N Tryon St,9809875613,,391,No,NC,F1,28246
SEATTLE,Seattle,MASTERS,Sandra392@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Sandra,F,Perry,401 Terry Ave N,2060098786,,392,No,WA,,98109
SILICON_VALLEY,San Jose,MASTERS,Matthew393@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Matthew,M,Miller,Front Street,2207063886,,393,Yes,CA,F1,94080
SEATTLE,Seattle,MASTERS,Donald394@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Donald,M,Taylor,401 Terry Ave N,2060887883,,394,No,WA,F1,98109
SEATTLE,Seattle,MASTERS,Carol395@gmail.com,FULL_TIME,FALL,2016,SUMMER,2018,Carol,F,Jackson,401 Terry Ave N,2061862208,,395,No,WA,,98109
CHARLOTTE,Charlotte,MASTERS,Nancy396@gmail.com,FULL_TIME,SPRING,2018,SUMMER,2020,Nancy,F,Wilson,101 N Tryon St,9807421242,,396,No,NC,F1,28246
SEATTLE,Seattle,MASTERS,Donna397@gmail.com,FULL_TIME,FALL,2018,SUMMER,2020,Donna,F,Davis,401 Terry Ave N,2066541431,,397,No,WA,,98109
CHARLOTTE,Charlotte,MASTERS,Jessica398@gmail.com,FULL_TIME,FALL,2017,SUMMER,2019,Jessica,F,Miller,101 N Tryon St,9804654488,,398,No,NC,,28246
SEATTLE,Seattle,MASTERS,Jennifer399@gmail.com,GRADUATED,FALL,2014,SUMMER,2016,Jennifer,F,Carter,401 Terry Ave N,2065804114,,399,No,WA,,98109
